url,id,title,desc,tag,category,organization,num_of_downloads,updated_date,format,publication_date,update_frequency,updated_on_time,publication_type,num_of_files,num_of_visits,download_rate,download_rate_fixed,external
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015014,AD3002015014,《建设工程规划设计要求》（市政类）审批,上海市规划和土地资源管理数据产品名称：《建设工程规划设计要求》（市政类）审批,《建设工程规划设计要求》（市政类）审批,城市建设,上海市规划和国土资源管理局,13,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,48,27.08%,81.25%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015013,AD3002015013,《建设项目选址意见书》（市政类）审批,上海市规划和土地资源管理数据产品名称：《建设项目选址意见书》（市政类）审批,《建设项目选址意见书》（市政类）审批,城市建设,上海市规划和国土资源管理局,13,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,51,25.49%,76.47%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015011,AD3002015011,《建设工程规划许可证》审批,上海市规划和土地资源管理数据产品名称：《建设工程规划许可证》审批,《建设工程规划许可证》审批,城市建设,上海市规划和国土资源管理局,12,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,39,30.77%,92.31%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015010,AD3002015010,建设工程设计方案审批,上海市规划和土地资源管理数据产品名称：建设工程设计方案审批,建设工程设计方案审批,城市建设,上海市规划和国土资源管理局,9,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,41,21.95%,65.85%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015009,AD3002015009,《建设用地规划许可证》审批,上海市规划和土地资源管理数据产品名称：《建设用地规划许可证》审批,《建设用地规划许可证》审批,城市建设,上海市规划和国土资源管理局,11,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,25,44.00%,132.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015008,AD3002015008,核定规划条件,上海市规划和土地资源管理数据产品名称：核定规划条件 建设单位名称,核定规划条件,城市建设,上海市规划和国土资源管理局,9,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,25,36.00%,108.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015007,AD3002015007,《建设项目选址意见书》审批,上海市规划和土地资源管理数据产品名称 ：《建设项目选址意见书》审批,《建设项目选址意见书》审批,城市建设,上海市规划和国土资源管理局,11,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,32,34.38%,103.13%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015005,AD3002015005,矿产资源勘查许可证审批与地质调查项目登记,数据产品名称  ：矿产资源勘查许可证审批与地质调查项目登记,矿产资源勘查许可证审批与地质调查项目登记,资源环境,上海市规划和国土资源管理局,24,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,75,32.00%,96.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD3002015001,AD3002015001,采矿许可证审批,采矿权信息，采矿证编号，采矿权人，地址，矿山名称，经济类型，开采矿种,采矿许可证审批,资源环境,上海市规划和国土资源管理局,85,2015年01月30日更新,XLSX,1/30/2015,每年,未到更新时间,普通公开,1,62,137.10%,411.29%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015020,AC5002015020,第六次人口普查10%人口普查数据就业人口分行业文化构成,2010年第六次全国人口普查，上海市10%人口普查数据就业人口分行业文化构成,第六次人口普查10%人口普查数据就业人口分行业文化构成,社会发展,上海市统计局,79,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,298,26.51%,79.53%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015019,AC5002015019,第六次人口普查10%人口普查数据就业人口职业分布,2010年第六次全国人口普查，上海市分职业、分性别的10%人口普查数据就业人口职业分布,第六次人口普查10%人口普查数据就业人口职业分布,社会发展,上海市统计局,17,2015年01月28日更新,XLSX,1/28/2015,每年,未到更新时间,普通公开,1,137,12.41%,37.23%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015018,AC5002015018,第六次人口普查10%人口普查数据就业人口行业分布,2010年第六次全国人口普查，上海市分行业、分性别的10%人口普查数据就业人口行业分布,第六次人口普查10%人口普查数据就业人口行业分布,社会发展,上海市统计局,21,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,102,20.59%,61.76%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015017,AC5002015017,第六次人口普查10%人口普查数据就业人口年龄构成,2010年第六次全国人口普查，上海市分区县、分性别的10%人口普查数据就业人口年龄构成,第六次人口普查10%人口普查数据就业人口年龄构成,社会发展,上海市统计局,8,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,97,8.25%,24.74%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015016,AC5002015016,第六次人口普查人口性别年龄构成,2010年第六次全国人口普查，上海市分区县、分性别的性别年龄构成,第六次人口普查人口性别年龄构成,社会发展,上海市统计局,13,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,97,13.40%,40.21%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015015,AC5002015015,第六次人口普查出境人口,2010年第六次全国人口普查，上海市分区县、分性别的出境人口,第六次人口普查出境人口,社会发展,上海市统计局,6,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,63,9.52%,28.57%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015014,AC5002015014,第六次人口普查受教育程度人口的年龄构成,2010年第六次全国人口普查，上海市分不同学习阶段的学生年龄构成,第六次人口普查受教育程度人口的年龄构成,社会发展,上海市统计局,6,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,70,8.57%,25.71%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015013,AC5002015013,第六次人口普查少数民族人口数,2010年第六次全国人口普查，上海市分各不同少数民族的少数民族人口数,第六次人口普查少数民族人口数,社会发展,上海市统计局,4,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,66,6.06%,18.18%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015012,AC5002015012,第六次人口普查民族人口,2010年第六次全国人口普查，上海市分汉族与少数民族的民族人口,第六次人口普查民族人口,社会发展,上海市统计局,10,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,58,17.24%,51.72%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015011,AC5002015011,第六次人口普查老年人口,2010年第六次全国人口普查，上海市分区县、分性别的老年人口,第六次人口普查老年人口,社会发展,上海市统计局,7,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,66,10.61%,31.82%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015010,AC5002015010,第六次人口普查人口密度,2010年第六次全国人口普查，上海市分区县的人口密度数据汇总,第六次人口普查人口密度,社会发展,上海市统计局,6,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,41,14.63%,43.90%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015009,AC5002015009,第六次人口普查出生人口,2010年第六次全国人口普查，上海市分区县、分性别的出生人口,第六次人口普查出生人口,社会发展,上海市统计局,10,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,39,25.64%,76.92%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015008,AC5002015008,第六次人口普查死亡人口,2010年第六次全国人口普查，上海市分区县、分性别的死亡人口,第六次人口普查死亡人口,社会发展,上海市统计局,4,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,35,11.43%,34.29%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015007,AC5002015007,第六次人口普查总人口,2010年第六次全国人口普查，上海市分区县、分性别的常住人口数。,第六次人口普查总人口,社会发展,上海市统计局,3,2015年01月28日更新,XLSX,1/28/2015,每十年,未到更新时间,普通公开,1,36,8.33%,25.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015038,AC5002015038,1978年以来人口密度和户籍人口期望寿命及户数、人口,1978年以来人口密度和户籍人口期望寿命及户数、人口,1978年以来人口密度和户籍人口期望寿命及户数、人口,社会发展,上海市统计局,6,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,47,12.77%,38.30%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015043,AC5002015043,1978年以来社会消费品零售总额按经济类型分,1978年以来社会消费品零售总额按经济类型分,1978年以来社会消费品零售总额按经济类型分,经济建设,上海市统计局,20,2015年01月28日更新,XLSX,1/28/2015,每年,未到更新时间,普通公开,1,83,24.10%,72.29%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015041,AC5002015041,1978年以来上海市生产总值比上年增长,1978年以来上海市生产总值比上年增长,1978年以来上海市生产总值比上年增长,经济建设,上海市统计局,20,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,94,21.28%,63.83%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015040,AC5002015040,1978年以来上海市生产总值（支出法）,1978年以来上海市生产总值（支出法）,1978年以来上海市生产总值（支出法）,经济建设,上海市统计局,26,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,85,30.59%,91.76%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015039,AC5002015039,1978年以来商品零售价格指数,1978年以来商品零售价格指数,1978年以来商品零售价格指数,经济建设,上海市统计局,47,2015年01月28日更新,XLSX,1/28/2015,每年,未到更新时间,普通公开,1,162,29.01%,87.04%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015049,AC5002015049,1978年以来生产总值指数,1978年以来生产总值指数,1978年以来生产总值指数,经济建设,上海市统计局,14,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,44,31.82%,95.45%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015048,AC5002015048,1978年以来生产总值收入法项目构成,1978年以来生产总值收入法项目构成,1978年以来生产总值收入法项目构成,经济建设,上海市统计局,17,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,70,24.29%,72.86%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015047,AC5002015047,1978年以来生产总值收入法项目,1978年以来生产总值收入法项目,1978年以来生产总值收入法项目,经济建设,上海市统计局,14,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,62,22.58%,67.74%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015046,AC5002015046,1978年以来生产总值构成,1978年以来生产总值构成,1978年以来生产总值构成,经济建设,上海市统计局,23,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,93,24.73%,74.19%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015045,AC5002015045,1978年以来社会消费品零售总额及其增长速度,1978年以来社会消费品零售总额及其增长速度,1978年以来社会消费品零售总额及其增长速度,经济建设,上海市统计局,16,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,72,22.22%,66.67%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC5002015044,AC5002015044,1978年以来社会消费品零售总额按用途分类,1978年以来社会消费品零售总额按用途分类,1978年以来社会消费品零售总额按用途分类,经济建设,上海市统计局,14,2015年01月28日更新,XLS,1/28/2015,每年,未到更新时间,普通公开,1,60,23.33%,70.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC7002015007,AC7002015007,企业获证信息,包括工业产品生产许可证、食品相关产品生产许可证、计量器具、特种设备许可等证书信息,许可证，生产企业,经济建设,上海市质量技术监督局,183,2015年01月27日更新,XLSX,1/27/2015,每年,未到更新时间,普通公开,1,162,112.96%,338.89%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015009,AC8002015009,医疗器械经营企业信息,医疗器械经营企业的基本情况信息，包含许可证编号、企业名称、经营地址、经营范围等,"医疗器械,医疗器械经营,企业",卫生健康,上海市食品药品监督管理局,61,2015年01月26日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,136,44.85%,134.56%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015001,AC8002015001,食品生产企业信息,食品生产企业的基本情况信息，包含许可证编号、企业名称、注册地址、生产地址、产品名称等,"食品,食品生产,企业",卫生健康,上海市食品药品监督管理局,33,2015年01月26日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,110,30.00%,90.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015004,AC8002015004,保健食品生产企业信息,保健食品生产企业的基本情况信息，包含许可证编号、企业名称、生产地址、许可范围等,"保健食品,保健食品生产,企业",卫生健康,上海市食品药品监督管理局,96,2015年01月26日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,89,107.87%,323.60%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015011,AC8002015011,食药监机构信息,食药监机构信息，包含机构名称、地址、机构类型、服务时间等内容,食药监机构,卫生健康,上海市食品药品监督管理局,51,2015年01月26日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,87,58.62%,175.86%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA5002015002,AA5002015002,大型科学仪器设施,整合集成上海地区各高等院校、科研院所、企事业单位的各类大型科学仪器设施，向社会各界提供测试、检测等共享服务。用户可在研发平台网上方便的查询到仪器的基本信息、技术参数、功能特色等信息。,"仪器,设施",教育科技,上海市科学技术委员会,187,2015年01月26日更新,XLSX,1/21/2015,每年,未到更新时间,普通公开,1,138,135.51%,406.52%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA5002015003,AA5002015003,技术创新服务平台,为全面落实《国家技术创新工程上海市试点方案》，聚焦国家战略任务需求和上海高新技术产业化重点领域，上海市科委启动和部署了包括上海市生物医药产业技术创新服务平台等首批平台的试点推进工作。,技术创新平台，创新服务,教育科技,上海市科学技术委员会,108,2015年01月26日更新,XLSX,1/21/2015,每年,未到更新时间,普通公开,1,120,90.00%,270.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA5002015004,AA5002015004,专业技术平台,根据《国家技术创新工程总体实施方案》、《国家技术创新工程上海市试点方案》以及《关于组织评选上海市专业技术服务平台的通知》（沪科（2010）第385号）的有关要求，上海市科委组织评选出一批业绩突出、服务面广、技术先进、公信度高的上海市专业技术服务平台。,专业技术，平台,教育科技,上海市科学技术委员会,213,2015年01月26日更新,XLSX,1/21/2015,每年,未到更新时间,普通公开,1,120,177.50%,532.50%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015010,AC8002015010,食品餐饮企业监督公示信息,食品餐饮企业监督公示信息，包含证书编号、企业名称、法定代表人、当前等级等,"食品,食品餐饮,企业监督公示",民生服务,上海市食品药品监督管理局,35,2015年01月23日更新,XLS,1/23/2015,二周,不按时,特定公开,1,87,40.23%,120.69%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015008,AC8002015008,医疗器械生产企业信息,医疗器械生产企业的基本情况信息，包含许可证编号、企业名称、注册地址、生产地址等,"医疗器械,医疗器械生产,企业",卫生健康,上海市食品药品监督管理局,218,2015年01月23日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,75,290.67%,872.00%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015007,AC8002015007,化妆品生产企业信息,化妆品生产企业的基本情况信息，包含许可证编号、企业名称、企业地址、生产项目等,"化妆品,化妆品生产,企业",卫生健康,上海市食品药品监督管理局,80,2015年01月23日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,74,108.11%,324.32%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015006,AC8002015006,药品经营企业信息,药品经营企业的基本情况信息，包含许可证编号、企业名称、经营地址、经营范围等,"药品,药品经营,企业",卫生健康,上海市食品药品监督管理局,26,2015年01月23日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,79,32.91%,98.73%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015005,AC8002015005,药品生产企业信息,药品生产企业的基本情况信息，包含许可证编号、企业名称、注册地址、生产地址、法定代表人、生产范围等,"药品,药品生产,企业",卫生健康,上海市食品药品监督管理局,23,2015年01月23日更新,XLS,1/23/2015,二周,不按时,特定公开,1,67,34.33%,102.99%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015003,AC8002015003,食品餐饮企业查询信息,食品餐饮企业的基本情况信息，包含许可证编号、企业名称、地址、类别、法定代表人（负责人或业主）等,"食品,食品餐饮,企业",卫生健康,上海市食品药品监督管理局,34,2015年01月23日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,80,42.50%,127.50%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AC8002015002,AC8002015002,食品流通企业信息,食品流通企业的基本情况信息，包含许可证编号、企业名称、注册地址、生产地址、产品名称等,"食品,食品流通,企业",卫生健康,上海市食品药品监督管理局,30,2015年01月23日更新,XLSX,1/23/2015,二周,不按时,特定公开,1,83,36.14%,108.43%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015001,AH0002015001,勘察企业资质,勘察企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,"勘察,资质",城市建设,上海市城乡建设和管理委员会,5,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,33,15.15%,45.45%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015007,AH0002015007,招标代理机构资质,招标代理机构资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,招标代理机构资质,城市建设,上海市城乡建设和管理委员会,56,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,116,48.28%,144.83%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015006,AH0002015006,造价咨询企业资质,造价咨询企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,造价咨询企业资质,城市建设,上海市城乡建设和管理委员会,58,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,77,75.32%,225.97%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015005,AH0002015005,施工企业资质,施工企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,施工企业资质,城市建设,上海市城乡建设和管理委员会,10,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,33,30.30%,90.91%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015004,AH0002015004,设计企业资质,设计企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,设计企业资质,城市建设,上海市城乡建设和管理委员会,18,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,78,23.08%,69.23%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002015002,AB8002015002,计生事务受理机构,本市的计生事务受理机构的机构名称、机构地址、电话和邮编信息。更新频率没一年一次。,计生,机构团体,上海市卫生和计划生育委员会,28,2015年01月21日更新,XLSX,1/21/2015,每年,未到更新时间,普通公开,1,59,47.46%,142.37%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH0002015003,AH0002015003,监理企业资质,监理企业资质，包括企业编码、企业名称、资质名称、等级、承接范围、批准时间、有效截止日期等信息,监理资质,城市建设,上海市城乡建设和管理委员会,31,2015年01月21日更新,XLSX,1/21/2015,每季度,不按时,普通公开,1,83,37.35%,112.05%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AB8002015001,AB8002015001,人口计生综合服务站,本市的人口计生综合服务站的名称、地址、电话、邮编信息。更新的频率为每年一次。,计生,卫生健康,上海市卫生和计划生育委员会,126,2015年01月21日更新,XLSX,1/21/2015,每年,未到更新时间,普通公开,1,83,151.81%,455.42%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015003,AH2002015003,公共厕所,提供的数据为全市隶属于环卫行业管理的公共厕所信息，主要包括：地址、蹲位、名称等。有地理数据。,公共厕所，地址,民生服务,上海市绿化和市容管理局,44,2015年01月21日更新,XLS,1/13/2015,每半年,未到更新时间,特定公开,1,135,32.59%,97.78%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015004,AH2002015004,公园绿地,所提供的数据为全市公共绿地属性数据与地理数据。包括：公共绿地和公园绿地。,公园绿地,民生服务,上海市绿化和市容管理局,28,2015年01月21日更新,XLS,1/13/2015,每半年,未到更新时间,特定公开,1,119,23.53%,70.59%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015005,AH2002015005,古树名木,数据为全市所有古树名木的信息。有地理数据。包括：地址、所属区县和街道，树龄等。,古树名木,民生服务,上海市绿化和市容管理局,31,2015年01月21日更新,XLS,1/13/2015,每年,未到更新时间,特定公开,1,101,30.69%,92.08%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015001,AH2002015001,绿化市容管理与服务机构,绿化市容管理与服务机构、地址、联系方式、邮编。可主公开查询。,机构名称，联系地址,机构团体,上海市绿化和市容管理局,117,2015年01月21日更新,XLS,1/12/2015,每年,未到更新时间,特定公开,1,97,120.62%,361.86%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AH2002015008,AH2002015008,野生动植物重要栖息地,全市野生动植物重要栖息地，主要包括：名称、级别、主要保护对象、保护规划面积、行政区域、建立规划时间。,野生动植物重要栖息地,民生服务,上海市绿化和市容管理局,51,2015年01月21日更新,XLS,1/13/2015,每年,未到更新时间,特定公开,1,77,66.23%,198.70%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AA5002015001,AA5002015001,科技管理与服务机构,上海市科学技术委员会所属的科技管理与服务机构一览表（包括机构名称、地址、类型、服务时间、内容以及联系电话等）,科技管理，服务机构,教育科技,上海市科学技术委员会,83,2015年01月20日更新,XLS,1/19/2015,每年,未到更新时间,普通公开,1,143,58.04%,174.13%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012005,AD4002012005,上海市白蚁防治机构一览表,上海市白蚁防治机构一览表，包括机构的区县、单位名称、单位地址、联系电话,白蚁防治,民生服务,上海市住房保障和房屋管理局,160,2015年01月20日更新,XLS,11/22/2012,每月,不按时,普通公开,1,163,98.16%,294.48%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012008,AD4002012008,各区（县）房屋应急维修信息,全市各区（县）房屋应急维修中心的名称、地址和邮编信息。,应急维修,城市建设,上海市住房保障和房屋管理局,59,2015年01月20日更新,XLS,11/22/2012,每年,按时,普通公开,1,79,74.68%,224.05%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012002,AD4002012002,房地产经纪企业基本信息,"房地产经纪企业基本信息,包括企业名称、证书编号、发证日期信息。",房地产经纪企业,城市建设,上海市住房保障和房屋管理局,758,2015年01月20日更新,XLS,12/4/2012,每年,按时,普通公开,1,395,191.90%,575.70%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012016,AD4002012016,拆除施工企业信息,包含拆除施工企业信息包括企业名称、单位地址、联系人资质等级信息。,拆除施工企业,城市建设,上海市住房保障和房屋管理局,54,2015年01月20日更新,XLS,12/18/2012,每年,按时,普通公开,1,74,72.97%,218.92%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012009,AD4002012009,房管行业岗位水平证书信息,房管行业相关岗位水平考试证书信息，包括证书编号、证书名称、发证日期、发证单位等信息。,房管行业，岗位水平证书,城市建设,上海市住房保障和房屋管理局,360,2015年01月20日更新,XLS,11/22/2012,每年,按时,普通公开,2,115,156.52%,469.57%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012010,AD4002012010,保障房工程项目信息,保障房工程项目信息，包括项目名称、总建筑面积、开发单位、设计单位、施工单位等信息。,保障房工程,城市建设,上海市住房保障和房屋管理局,1310,2015年01月20日更新,XLS,11/22/2012,每季度,不按时,普通公开,3,1042,41.91%,125.72%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012022,AD4002012022,直属事业单位名录,直属事业单位名录包括名称、邮编、电话信息,直属事业单位,机构团体,上海市住房保障和房屋管理局,236,2015年01月20日更新,XLS,12/14/2012,每年,按时,普通公开,1,172,137.21%,411.63%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012007,AD4002012007,上海市商品住宅维修资金专户年度归集和划转统计表,上海市商品住宅维修资金专户年度归集和划转统计表，包括单位、当年归集金额、当前划转金额、当年新增归集金额,维修资金,城市建设,上海市住房保障和房屋管理局,55,2015年01月20日更新,XLS,11/22/2012,每年,按时,普通公开,1,77,71.43%,214.29%,非外链
http://www.datashanghai.gov.cn/query!queryGdsDataInfoById.action?type=0&dataId=AD4002012006,AD4002012006,各区房地集团直管公房咨询、信访接待联系方式,各区房地集团直管公房咨询、信访接待联系方式，包括各区房地集团名称、信访接待地址、时间、电话等,房地集团名称，信访接待,城市建设,上海市住房保障和房屋管理局,59,2015年01月20日更新,XLS,11/22/2012,每年,按时,普通公开,1,91,64.84%,194.51%,非外链
